gene_name,TCGA-A5-A1OH-01,TCGA-A5-A2K3-01,TCGA-A5-A2K4-01,TCGA-A5-A2K5-01,TCGA-A5-A2K7-01,TCGA-A5-A3LO-01,TCGA-A5-A3LP-01,TCGA-AJ-A23N-01,TCGA-AJ-A2QM-01,TCGA-AJ-A3BD-01,TCGA-AJ-A3BF-01,TCGA-AJ-A3BH-01,TCGA-AJ-A3BK-01,TCGA-AJ-A3EK-01,TCGA-AJ-A3NG-01,TCGA-AJ-A3OJ-01,TCGA-AJ-A3OK-01,TCGA-AJ-A3OL-01,TCGA-AJ-A3TW-01,TCGA-AX-A2HH-01,TCGA-AX-A3FS-01,TCGA-AX-A3FT-01,TCGA-AX-A3FV-01,TCGA-AX-A3FW-01,TCGA-AX-A3FX-01,TCGA-AX-A3FZ-01,TCGA-AX-A3G4-01,TCGA-AX-A3G8-01,TCGA-AX-A3G9-01,TCGA-AX-A3GI-01,TCGA-B5-A0JN-01,TCGA-B5-A0K9-01,TCGA-B5-A1MS-01,TCGA-B5-A1MW-01,TCGA-B5-A3FA-01,TCGA-B5-A3FB-01,TCGA-B5-A3FC-01,TCGA-B5-A3FD-01,TCGA-B5-A3FH-01,TCGA-B5-A3S1-01,TCGA-BG-A0MK-01,TCGA-BG-A3EW-01,TCGA-BG-A3PP-01,TCGA-BK-A0CA-01,TCGA-BK-A0CC-01,TCGA-BK-A139-01,TCGA-BK-A13B-01,TCGA-BK-A26L-01,TCGA-BS-A0V4-01,TCGA-BS-A0V7-01,TCGA-D1-A2G0-01,TCGA-D1-A3DA-01,TCGA-D1-A3DG-01,TCGA-D1-A3DH-01,TCGA-D1-A3JQ-01,TCGA-DF-A2KN-01,TCGA-DF-A2KU-01,TCGA-DF-A2KV-01,TCGA-DF-A2KZ-01,TCGA-DF-A2L0-01,TCGA-DI-A1BU-01,TCGA-DI-A2QT-01,TCGA-DI-A2QY-01,TCGA-E6-A2P8-01,TCGA-E6-A2P9-01,TCGA-EO-A1Y7-01,TCGA-EO-A22U-01,TCGA-EO-A22X-01,TCGA-EO-A22Y-01,TCGA-EO-A3AU-01,TCGA-EO-A3AV-01,TCGA-EO-A3AY-01,TCGA-EO-A3AZ-01,TCGA-EO-A3B0-01,TCGA-EO-A3B1-01,TCGA-EO-A3KU-01,TCGA-EO-A3KW-01,TCGA-EO-A3KX-01,TCGA-EO-A3L0-01,TCGA-EY-A1GL-01,TCGA-EY-A1GO-01,TCGA-EY-A1GP-01,TCGA-EY-A1GX-01,TCGA-EY-A210-01,TCGA-EY-A2ON-01,TCGA-EY-A2OO-01,TCGA-EY-A2OP-01,TCGA-EY-A2OQ-01,TCGA-EY-A3L3-01,TCGA-EY-A3QX-01,TCGA-FI-A2EY-01,TCGA-FI-A3PX-01,TCGA-H5-A2HR-01,TCGA-K6-A3WQ-01,TCGA-KP-A3VZ-01,TCGA-KP-A3W0-01,TCGA-KP-A3W1-01,TCGA-KP-A3W3-01,TCGA-KP-A3W4-01
EGR2,-1.0262,0.8647,2.8542,-1.685,1.3901,-0.1665,1.46,2.3843,-0.5125,0.3573,0.8726,1.4441,-1.4305,1.4011,1.7053,0.1124,0.099,2.8117,0.2029,0.2998,0.6969,1.4441,-0.9686,-0.7834,0.0718,-2.7274,-0.013,-1.3548,-2.6349,-1.3183,-1.5951,0.2881,1.3283,0.5955,-0.9132,-0.1504,0.8883,-1.2481,-1.2481,2.8838,0.605,0.2029,2.1574,-0.232754042357,2.08267979205,-0.75878000949,-0.9686,1.85440981808,-9.9658,-0.2671,0.1124,1.8363,-0.4521,0.099,0.2762,0.4761,-0.1828,-1.3183,0.3907,-3.6259,1.2934,0.517,-0.2328,2.299,-0.5125,0.03,0.7493,0.7832,-0.0725,1.5902,-0.2671,-2.9324,-2.114,0.9191,0.3115,3.4907,-0.8599,0.1124,0.2881,0.9935,0.0854,0.5271,-3.816,1.6187,-1.1488,-0.1993,0.8408,1.46,-2.0529,-0.8084,-3.458,-0.8599,-3.1714,0.2881,1.1316,1.0007,0.4761,1.0915,4.0445
EGR3,-1.5105,-0.5756,4.2533,-1.1172,0.4016,2.3164,1.4441,-0.3752,-0.4131,0.2881,-0.4921,0.0158,0.1903,-0.8339,0.6699,0.7999,-1.1811,4.1636,-1.3921,-2.114,-0.9406,0.5271,-0.9971,1.1316,0.7321,-2.1779,-1.6394,-3.0469,-0.6873,-3.0469,-3.1714,1.7009,-0.4921,3.833,0.6332,-0.2671,2.2872,1.3051,-1.0559,3.3464,0.9862,2.1047,-2.2447,0.808132730487,2.81269121562,0.779029014565,3.695,0.496697251716,-3.3076,2.0946,-1.9379,1.2209,-2.1779,-1.5951,-0.4719,-0.1504,0.2881,0.7493,-0.1187,2.0325,0.1124,-0.4131,0.3346,-0.9971,-1.1172,-0.5332,0.7233,-1.0262,2.6579,2.7508,-1.8836,-2.0529,-2.3884,-1.5522,-0.9406,3.2602,0.3907,2.909,1.6558,1.105,-1.8836,0.6425,-2.114,-1.685,-2.0529,-0.6416,0.3115,-0.5125,-2.7274,-2.114,-2.7274,-1.3183,-4.6082,-1.2828,-0.3022,1.3109,-0.5543,1.2756,2.7073
EHHADH,3.0463,-0.4325,2.1509,-3.6259,0.044,1.595,1.5165,1.5266,2.05,1.8444,0.9716,1.3225,1.2271,0.1648,0.1648,0.8327,0.2998,0.2881,2.118,1.7995,-2.2447,0.8246,3.8788,1.2696,0.4761,1.0079,1.6875,-2.114,1.7185,2.6783,2.0395,1.0007,1.9034,1.2333,0.0014,0.6699,1.8801,1.46,-0.013,1.9034,1.7575,0.7579,2.9747,2.65328311705,0.46568453724,1.34257611022,1.2875,2.22218407615,-0.8339,-0.2328,1.3679,1.2147,-0.4921,2.2723,2.4063,2.2872,-2.3147,0.0014,-2.4659,-1.2481,0.3346,1.0293,2.5804,0.3796,-2.1779,-0.4325,0.9568,0.4016,-0.1504,1.6558,1.3225,-1.7322,-0.5756,-0.3022,2.9966,2.59,0.7579,2.0707,0.4657,0.8805,0.4552,1.5316,1.3109,-0.6873,1.6187,0.4657,0.9568,-0.7834,2.9186,3.2328,1.5465,2.1345,-0.1031,2.0395,2.9562,0.5568,1.0222,1.595,1.0503
EI24,5.6571,4.0392,5.4383,5.9816,6.0446,6.4537,5.7756,6.5404,5.3466,5.2028,6.2754,6.0538,6.0907,6.6536,6.2151,6.2696,4.7825,6.3737,5.8699,6.2774,6.8121,5.5985,6.8435,5.991,4.9542,5.9222,4.7772,5.5562,6.4573,5.9876,6.1217,6.1428,6.347,6.8161,6.3425,6.4096,6.6746,5.101,6.0764,6.2886,5.7777,6.4411,5.1835,5.54646052033,4.91004625078,5.62750663491,6.2869,5.66677508129,5.5466,5.3789,6.2717,6.1669,5.645,6.3472,5.8573,6.2363,6.0273,5.9803,6.0378,5.5239,6.0631,4.0688,6.2713,6.4735,5.8402,5.4023,6.005,5.9549,6.0429,6.2411,5.5766,5.5286,5.2604,6.3516,6.3927,5.6705,5.405,6.0257,6.3322,5.3292,5.2983,5.3078,5.7869,5.1473,5.4983,5.6062,6.1571,6.5027,5.723,5.2574,3.0234,6.2934,5.1252,6.2145,6.2574,6.0985,4.5553,5.5985,5.9093
EIF4B,6.9214,5.0627,6.8411,5.9531,6.4311,6.0717,6.4204,6.7694,6.5839,5.9991,7.8365,7.1489,6.4045,7.1564,7.4043,7.1446,6.3683,6.601,7.2482,6.7689,7.569,6.598,6.5003,7.683,5.6971,6.5932,6.2761,6.6317,6.8599,7.4901,7.3209,7.1032,8.0585,7.1881,6.0938,7.9559,6.3841,6.5065,6.5938,7.4652,6.354,7.1318,8.2955,7.89818456657,6.95124424739,6.62199412123,7.0991,7.48277655948,6.0392,5.4887,7.453,6.3808,6.8934,6.4303,7.5215,6.4745,6.139,6.5178,5.7458,5.6727,6.7585,6.7612,5.5506,7.5042,7.7656,6.3376,6.9377,7.5329,6.8947,7.2998,6.2614,5.0361,5.6308,6.8869,6.083,6.9063,6.3133,6.6014,6.3379,6.4653,6.8386,6.3293,6.5561,6.8535,6.8519,6.8811,7.1243,7.7524,8.0117,6.6506,5.9236,5.9505,7.6059,7.1366,7.8248,7.2565,4.859,5.3067,6.1185
EIF4E,3.944,1.816,4.2877,2.2144,4.741,5.1169,5.0756,4.9199,4.9594,3.2662,5.8076,5.3985,3.6089,5.7937,5.6035,5.7434,2.96,5.0653,4.8345,5.4483,5.9229,3.7204,5.0657,3.8541,3.0305,5.1756,3.4856,2.2663,4.2442,4.9833,4.9737,5.6471,4.84,5.8929,5.4098,5.3999,4.7082,3.5473,5.403,5.4053,4.4033,5.8123,4.6065,5.81917857854,5.68330371911,6.3472546279,5.0166,5.56656673721,0.1776,0.2277,5.3834,5.2502,4.0748,3.9728,4.7666,5.5509,2.6828,3.3119,4.2181,0.5859,4.8545,4.2064,1.0915,5.7722,5.406,3.9865,5.4545,5.4787,5.3245,6.0687,4.4088,1.5758,0.6969,4.7258,4.7955,5.288,4.7474,4.562,4.8798,5.0657,4.8084,4.5644,4.8319,3.6463,5.1962,4.6101,5.2631,5.4125,5.1486,4.499,0.346,5.0618,1.3791,3.9327,4.7415,4.3119,3.4661,3.309,4.8978
EIF4E1B,-6.5064,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-6.5064,-9.9658,-4.6082,-3.0469,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-2.8262,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.05290376189,-9.9658,-5.96579642569,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-1.5522,-9.9658,-9.9658,-3.458,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-4.035,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-2.2447,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-4.035,-3.6259,-6.5064,-4.2934,-9.9658,-6.5064,-4.035,-9.9658
EIF4E2,6.2067,6.1589,6.0603,7.4227,6.5964,6.428,5.4829,6.7759,7.0427,7.0845,6.3971,6.2683,7.384,6.4326,6.1504,6.1314,5.3572,6.0622,5.8812,6.7078,6.0367,5.822,5.9939,7.492,5.5937,6.0809,6.3835,7.2212,6.9326,6.3268,6.9266,6.5026,5.2056,6.5143,6.3944,6.3658,5.7942,6.7873,6.0601,6.115,6.0494,6.1753,6.3639,4.91268282384,4.49801972274,3.94311581645,6.3309,5.1006001064,6.438,6.0146,6.535,6.1219,6.9381,6.5145,6.2409,6.5743,7.3023,7.2108,6.5176,7.5963,6.356,6.2104,7.0032,6.0011,6.1494,5.9782,6.3745,6.3822,5.9658,6.3539,6.2211,7.4718,7.1806,6.1755,6.2514,6.3236,5.7632,6.4837,6.3983,5.9957,6.3616,5.9791,5.9572,6.0544,6.0063,6.0168,6.0805,5.2346,5.2464,5.9816,6.1896,6.1747,6.8387,6.483,6.718,5.2354,5.7937,6.2967,6.1743
EIF4EBP1,5.9033,6.0983,5.9649,7.3629,7.0545,7.3587,7.0798,5.166,6.2213,7.5088,7.4035,6.3733,7.7742,6.4785,2.1411,5.2292,6.4899,7.1548,6.8227,5.1215,6.7972,7.3607,7.7164,7.3048,6.737,6.9549,7.3446,7.3028,7.4051,5.2578,5.149,7.8345,5.2308,7.1312,6.1965,6.7145,5.2231,7.6549,5.4618,5.8372,6.5372,6.5518,6.5215,4.23615618831,3.72907664429,5.00519757951,7.1033,4.39751547538,7.9536,7.4686,6.8167,4.5002,7.22,4.8125,5.1611,6.6906,7.6243,6.5755,6.8321,7.9009,6.7987,5.465,7.2804,6.4621,5.6659,7.688,8.2732,8.053,5.1538,5.9889,6.7067,8.8255,8.8019,7.0434,5.6488,6.3602,5.6329,5.7957,7.3309,5.3992,6.7118,6.0943,6.3558,6.7092,6.8008,4.9026,6.464,6.25,4.523,7.5378,5.2895,6.0678,7.8095,8.7829,6.7458,6.8185,6.438,6.1737,5.1002
ELAVL1,5.7374,4.8187,5.6103,5.5286,5.7822,5.6023,5.3593,6.1285,5.4303,5.4877,5.6795,5.4693,5.4516,5.7415,5.9554,5.4479,4.795,6.002,5.4601,6.0182,6.0564,5.2925,5.7608,5.5943,4.7986,5.8164,5.1587,5.5687,5.5411,5.8136,6.0843,5.6896,5.1716,6.0898,5.7549,5.8924,5.6071,6.24,5.7181,5.1591,5.4256,5.9709,6.2479,5.4228017003,4.81764356791,5.58695312485,5.696,5.19167019833,3.287,3.4384,5.8278,5.8097,5.8278,5.8448,5.2442,5.8805,5.3456,5.4715,5.2736,4.6685,5.9301,5.0773,5.8007,5.9163,5.8912,5.291,5.8687,5.714,6.0687,5.8148,5.1371,4.8978,4.6634,5.9023,5.5379,5.7093,6.2653,5.8525,5.9045,5.2219,6.0983,5.2381,5.5632,5.4223,5.0734,5.6582,5.9393,5.8743,5.7552,5.6741,4.2025,6.141,4.6479,5.2169,5.5299,5.0475,5.1289,5.6585,5.7241
ELF5,-4.2934,-9.9658,-9.9658,0.9493,-2.8262,5.3402,-0.7588,-4.2934,-2.1779,-1.3183,0.4447,-6.5064,-1.6394,1.3225,3.5212,2.1574,-9.9658,0.099,-5.0116,2.3704,-2.4659,-4.6082,3.5633,-0.1031,1.0151,-9.9658,-1.5522,2.4332,4.9458,-9.9658,-2.2447,1.4441,-3.1714,2.609,-0.6193,1.7403,2.004,-0.1187,5.2514,-5.0116,0.9191,-1.6394,-1.8836,0.903843313178,-1.19763057084,2.66016190836,0.9038,-1.28279669185,2.8522,0.4865,-5.0116,0.3573,-0.3752,-9.9658,-5.5735,-0.2498,-1.0559,-3.6259,-1.4699,0.3346,-0.5543,-5.5735,-0.9686,3.8808,2.6325,3.4291,-1.7322,-5.5735,0.517,1.5612,-5.5735,-5.5735,-3.1714,2.1766,-5.0116,-2.3147,-4.6082,2.6895,2.8955,3.4371,-0.2671,1.5013,-4.2934,-1.8836,-1.6394,0.7233,3.668,-9.9658,-5.5735,-1.3183,-6.5064,-4.6082,-9.9658,0.7748,-5.0116,-9.9658,-9.9658,-1.5522,-2.3884
ELK1,4.0127,2.7465,4.1883,2.828,3.9299,4.3992,4.1036,3.7094,4.8595,3.9166,4.4081,4.4569,3.4791,4.0064,3.7877,3.6905,3.9223,4.2204,3.3017,4.197,4.3958,3.8581,5.7477,3.3464,3.1637,3.7193,4.6634,2.036,3.2205,4.4569,3.1701,4.0251,4.2773,4.4377,4.8079,4.0807,3.5387,4.4196,3.4726,4.2676,4.061,4.1563,4.2189,3.06885852978,3.76509967372,4.92130722634,3.7909,4.61510462095,3.4674,3.7028,3.6113,3.9534,4.6112,4.5417,3.5596,4.2631,3.644,3.2692,3.8064,3.1637,4.3017,3.0654,3.5022,4.4074,3.9691,4.0506,4.5299,4.4189,4.8095,4.5802,3.7656,2.7508,2.409,4.6224,3.6393,7.2088,5.0527,4.0833,3.5899,4.2119,4.4377,4.5255,3.8002,4.2943,3.3883,4.1219,4.4216,4.9718,4.3263,4.2743,2.2813,4.222,3.0808,3.9792,4.9016,3.9599,3.836,4.1946,5.0721
ELK4,1.9302,1.4174,4.2721,0.6425,0.7832,1.9302,2.6715,2.2299,2.7205,1.1833,2.828,2.128,0.7493,2.004,2.1147,2.1114,1.816,2.183,2.2872,1.6695,2.1988,2.081,2.5511,1.9968,2.0183,2.4883,2.0673,0.9115,1.9931,2.4908,1.2209,2.9319,2.1798,1.9527,1.5064,1.6093,2.6647,1.4441,2.6464,1.7912,1.816,2.4279,1.9226,4.03875577526,4.96557818243,4.42300517929,2.299,4.20404984709,0.3573,0.6425,1.3623,2.1509,1.614,1.9226,2.0076,1.7617,1.4388,1.1117,1.4808,-0.2328,1.0915,1.8201,1.1184,1.8119,2.5756,1.9377,2.05,1.7403,1.6234,2.1734,1.7828,0.099,0.4657,1.8484,1.0847,2.5852,1.9149,2.3019,1.8201,1.4281,1.5064,2.6441,2.2931,0.7916,3.2236,2.6114,1.4859,1.6875,1.7446,2.2019,1.642,2.4198,0.6332,1.8683,2.0004,2.3981,3.2988,2.7805,2.5876
ELMO1,3.4583,3.3206,1.683,2.4985,1.1382,1.0079,3.4156,2.2268,0.9191,1.9111,3.4971,1.4808,2.727,2.4198,2.6255,1.4228,3.345,3.4318,2.2663,2.6232,4.3213,3.1079,6.7126,0.517,2.3451,6.7946,2.9281,1.1184,0.4125,0.4125,2.6602,1.7316,2.9692,0.6145,2.167,1.8996,3.1228,1.7617,2.8034,1.6649,3.136,1.5563,2.3077,3.06970192257,2.86512891964,5.1769722984,1.6695,2.37322717499,0.3346,2.328,1.2756,2.0979,2.8422,-0.3201,2.2019,4.3371,2.5363,2.1345,1.2875,-0.8339,2.0535,0.5666,1.46,2.2872,1.7702,3.4739,0.4447,2.3926,1.8604,2.5213,2.299,1.6374,0.6699,3.4817,2.5137,1.9712,4.6702,2.8897,1.9786,1.0151,2.0844,5.1119,1.5415,2.1957,3.7226,3.2374,-0.0574,1.5806,0.6332,3.1045,-0.7588,1.6695,0.4657,1.7141,2.4225,2.108,2.826,3.927,3.9801
ELOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENAH,5.1273,1.816,4.6566,2.3308,3.8531,6.0594,6.2651,5.3796,5.6038,2.2573,5.082,4.3723,2.043,5.4307,6.2987,4.7132,3.6089,5.735,4.0401,5.4709,5.3038,2.4252,4.2646,3.8719,3.2297,4.836,3.5911,4.2563,4.0601,6.3648,4.6776,6.1326,3.5337,5.8161,4.5367,5.0462,2.3843,2.4306,5.8787,5.1355,4.728,7.3155,5.0713,6.21782138718,6.10330117224,6.8299783105,5.916,6.8028550802,1.6604,1.8722,3.0893,5.8253,3.8808,4.6456,4.5491,3.506,0.2998,2.5511,3.1781,1.7316,3.055,2.5487,2.183,5.0947,6.8334,3.7302,2.8877,4.4842,5.558,5.3765,3.1491,2.3704,1.2147,4.7965,4.7491,5.323,3.9709,4.852,3.8391,3.9299,4.4595,4.7033,5.1256,2.8779,4.6142,5.7929,6.6047,5.774,5.7719,4.3299,1.0711,5.3488,1.8996,4.085,5.537,4.4384,2.4144,4.4575,4.7209
ENO1,10.1492,9.5515,10.1393,10.9988,10.7463,10.6117,10.2679,11.0107,10.3836,10.4332,11.2736,10.2442,10.7527,10.8736,10.1123,10.2036,8.2882,9.8427,10.6578,9.8668,10.2925,9.7728,10.7267,9.2779,8.261,10.2689,9.9368,10.5508,9.6927,10.8232,9.7769,10.1083,9.2386,10.909,10.7356,10.7401,9.3832,10.6178,9.9521,10.7182,9.5821,10.355,11.6243,8.75169809977,8.23704012788,9.00924415951,10.1634,8.43611130887,8.7386,7.0431,11.5202,10.2015,8.6898,11.0275,9.8685,10.7443,10.3161,10.5242,10.1165,10.1594,9.8682,10.3679,8.8347,10.1552,9.7218,9.7976,10.3771,11.2631,9.7858,10.4362,10.7394,11.2398,10.2963,10.7222,10.0474,10.3061,9.9162,9.8575,10.3288,10.1145,9.2354,8.3088,9.8735,8.6438,10.589,9.018,10.4584,10.3489,9.812,11.1715,9.3456,10.9304,9.7548,9.8933,8.9613,10.166,10.0985,8.8293,9.1655
ENO2,5.1684,4.3002,2.4985,5.9479,5.2597,5.9586,6.2205,4.8768,5.5665,4.0969,3.7709,4.131,3.7603,6.334,5.5826,5.0229,3.3017,5.8453,4.7242,3.091,4.3177,5.2631,3.9299,3.3307,5.6764,7.4412,3.5399,5.845,4.6793,4.4667,1.6187,5.7482,3.9599,5.1235,5.3209,4.6312,3.2466,4.2995,4.3807,4.854,4.2825,4.6106,5.8422,2.6137806405,3.56939423661,3.23206975026,3.9654,3.87243209264,5.5604,5.4246,3.6324,3.8239,4.2795,6.5092,2.7972,4.8197,3.8391,4.7613,5.2258,3.3966,5.911,3.9645,4.504,4.3972,3.3278,4.3758,4.8545,5.8291,4.6759,5.5999,5.5595,3.7699,5.9832,5.3719,2.376,4.7571,4.7693,6.126,4.5473,6.1148,5.0666,5.3313,3.2389,6.1769,2.5634,3.9838,5.725,4.4357,5.703,5.1065,4.309,5.0939,3.0978,4.864,4.3979,4.4739,2.167,2.6715,2.0004
ENO3,5.9908,2.6464,2.6895,4.5485,3.1955,2.8799,1.5854,3.2541,3.2737,3.8044,2.296,3.7741,4.7258,3.1637,3.3163,2.2237,2.1147,4.706,3.1781,3.1112,2.4544,3.3563,3.3842,2.7029,5.1639,2.8178,3.5374,3.4635,3.7909,1.7995,1.595,4.131,3.3911,3.4583,2.043,2.4063,3.4088,4.431,2.7805,2.2237,2.4171,3.0234,1.412,1.38461610117,0.692421047647,0.311521538912,0.5271,1.95458692405,3.5224,5.7879,3.833,2.2082,5.5656,4.3737,2.7183,3.5086,6.0596,3.772,1.0983,2.7139,4.5355,3.7888,4.1244,2.4727,2.7401,2.8096,3.7072,4.6265,1.7995,1.8444,2.7784,3.8601,3.8818,4.2563,3.0619,2.8819,1.4065,4.2548,2.9893,0.547,4.449,4.0593,3.5274,4.6566,0.9935,3.8788,3.8411,1.0711,3.2328,3.7709,4.0782,2.7951,3.7783,3.5035,3.3047,2.59,2.4359,2.4465,1.5514
ENO4,-1.8314,-3.0469,-0.9686,-0.3566,-1.0262,-0.6873,-2.7274,-2.3147,-1.6394,-1.9379,-0.6416,-1.8314,-0.4325,-2.114,1.9712,0.9343,1.3051,-0.8599,-6.5064,-0.5125,-5.0116,-1.6394,-2.3147,-1.8314,-1.4699,-2.6349,-3.1714,-2.7274,-2.3147,-1.3183,-1.4305,-2.4659,-1.1488,-2.2447,-1.5951,1.0007,-5.5735,-0.7346,0.7058,-0.1665,2.8055,-1.0262,-3.458,2.77525527683,-0.118747467311,-0.224289598456,-2.6349,0.183958354425,-3.458,-1.1811,-2.8262,-2.114,-3.458,-1.8314,2.0878,1.3679,-2.114,0.3573,-3.458,-2.1779,-1.1488,-0.9686,-1.7809,-1.9379,1.3225,0.058,-3.3076,-3.1714,1.5366,-2.0529,-5.5735,-2.7274,-2.7274,-0.8863,0.0014,-1.685,-3.0469,-0.4921,0.9716,-1.3921,-0.0425,-0.5543,0.2998,-1.8314,-0.2328,0.8883,-1.7809,0.2881,-0.6193,-2.3147,-1.2828,-0.5973,-4.2934,-2.5479,-0.8084,-1.9379,-6.5064,-1.9942,0.4447
EP300,3.4156,1.0079,3.9327,1.3511,2.2723,3.4726,3.162,3.222,3.8064,1.7403,2.7073,4.3227,1.4911,3.6635,3.9947,3.3379,2.872,3.7678,2.0638,3.832,3.483,2.9637,1.9931,1.8201,2.1476,3.2374,2.59,1.614,2.8199,5.0251,4.0867,2.8096,3.2526,3.8054,2.409,3.1844,2.2723,2.0325,3.8944,3.1813,3.0927,4.0977,2.2237,4.07562644747,4.11028939257,3.76083552092,2.043,4.73175567076,0.4125,1.6466,2.4985,3.034,1.884,3.2359,3.1939,3.1971,0.8246,2.004,2.128,0.1124,3.2796,1.4808,2.4063,3.7646,3.6324,1.4441,3.551,2.6208,3.0428,3.7699,2.2573,0.1388,-0.5332,3.9299,3.1377,3.6266,2.7205,3.29,3.0723,2.753,3.4344,2.9109,2.9911,1.4547,3.3591,3.6417,3.6861,3.3856,3.0808,3.5754,1.6281,3.5657,-0.013,2.561,3.0463,3.2158,3.7215,2.5683,3.2328
EPHA2,4.3855,1.1512,5.7764,2.5112,4.0782,3.8391,3.2988,4.5167,3.9883,2.6556,4.8793,6.015,1.5709,2.1541,3.0995,1.5115,1.3454,3.3577,2.93,4.862,2.1541,4.5142,0.4016,1.4228,2.3193,6.195,2.6962,1.7575,3.4804,3.4061,3.6657,3.2112,3.6669,4.3992,4.6323,4.2951,2.1047,2.3077,3.637,3.1876,2.6019,2.1766,2.3251,3.25792891908,5.21435174216,0.892197799478,4.7496,3.65775502132,-0.0725,1.177,3.2405,4.6933,2.6138,2.3898,3.9506,4.3263,2.651,2.5876,2.9507,-0.3752,3.8461,2.828,3.492,4.423,1.3167,0.2277,2.5163,4.5892,2.4439,5.4722,5.126,3.6335,0.8568,1.7702,3.9108,5.1035,3.4517,3.7857,2.4171,6.5013,3.1426,4.6949,2.409,3.5262,3.6101,3.835,3.9299,4.981,3.2018,2.9488,2.4805,3.7182,1.4547,2.9692,3.3869,4.0225,3.4661,2.1925,4.7469
EPO,-3.3076,-9.9658,-5.5735,-2.7274,-2.2447,-3.816,-3.6259,-4.035,-4.035,-2.114,-3.6259,-4.6082,-3.1714,-4.6082,-2.4659,-3.3076,-2.1779,-1.8314,-9.9658,-2.3884,-4.6082,-2.8262,-2.8262,-3.458,-0.7834,-3.816,-1.3921,-1.6394,-9.9658,-3.816,-9.9658,-4.2934,-3.1714,-5.5735,-4.6082,-9.9658,-3.0469,-1.4699,-2.4659,-4.2934,-4.6082,-6.5064,-4.035,-5.57343572457,-5.26538513648,-5.26538513648,-1.5522,-4.60819860798,-5.0116,-0.0725,-5.5735,-4.6082,1.4859,0.517,-4.2934,-2.4659,-2.8262,-4.6082,-3.1714,-3.816,-3.458,-3.1714,-2.9324,-4.6082,-0.394,-2.8262,-3.816,-4.035,-2.3147,-4.6082,-3.6259,-9.9658,-2.1779,-2.0529,-3.3076,-9.9658,-5.5735,-5.5735,-3.816,-5.5735,-2.9324,-2.7274,-1.1811,-4.035,-9.9658,1.3901,-4.035,-9.9658,-5.5735,-9.9658,-5.0116,-4.6082,-1.8836,-2.8262,-3.1714,-2.9324,-5.5735,-2.7274,-9.9658
