gene_name,TCGA-OR-A5J2-01,TCGA-OR-A5J3-01,TCGA-OR-A5J6-01,TCGA-OR-A5J7-01,TCGA-OR-A5J8-01,TCGA-OR-A5J9-01,TCGA-OR-A5JA-01,TCGA-OR-A5JP-01,TCGA-OR-A5JR-01,TCGA-OR-A5JS-01,TCGA-OR-A5JT-01,TCGA-OR-A5JV-01,TCGA-OR-A5JW-01,TCGA-OR-A5JY-01,TCGA-OR-A5JZ-01,TCGA-OR-A5K0-01,TCGA-OR-A5K1-01,TCGA-OR-A5K3-01,TCGA-OR-A5K4-01,TCGA-OR-A5K5-01,TCGA-OR-A5K6-01,TCGA-OR-A5K8-01,TCGA-OR-A5KO-01,TCGA-OR-A5KU-01,TCGA-OR-A5KW-01,TCGA-OR-A5KX-01,TCGA-OR-A5KY-01,TCGA-OR-A5KZ-01,TCGA-OR-A5LD-01,TCGA-OR-A5LG-01,TCGA-OR-A5LH-01,TCGA-OR-A5LJ-01,TCGA-OR-A5LK-01,TCGA-OR-A5LL-01,TCGA-OR-A5LM-01,TCGA-OR-A5LN-01,TCGA-OR-A5LO-01,TCGA-OR-A5LP-01,TCGA-OR-A5LS-01,TCGA-OR-A5LT-01,TCGA-OU-A5PI-01,TCGA-PA-A5YG-01,TCGA-PK-A5H8-01,TCGA-PK-A5H9-01,TCGA-PK-A5HA-01
F2R,3.2944,3.0217,0.7058,3.5718,4.7971,3.7127,1.2756,2.8582,3.483,3.1079,3.3235,2.5413,2.3898,2.7336,1.9859,2.9655,3.6748,0.0854,2.043,1.8242,2.7784,2.0289,4.3632,3.3703,1.6327,2.5112,3.2174,3.1458,0.2998,1.6558,4.0198,1.8444,2.2019,2.667,1.3109,3.3745,3.9393,3.3421,2.5924,2.4908,4.5675,2.5188,1.4388,3.3703,4.3876
F2RL3,-0.0425,-2.9324,1.5064,-1.6394,1.7316,0.9568,-0.0877,1.9415,-0.7588,0.24,-0.6873,0.346,-1.2828,-1.8314,0.0014,-3.458,1.8801,-3.458,-2.7274,1.2394,-0.5756,-0.7108,-0.2671,-3.458,-0.9971,0.6517,-0.8339,2.1702,-1.685,-0.5543,-0.2159,-1.0559,-1.8314,0.4447,-0.3022,-0.8863,-1.3921,-1.4305,-2.3884,-2.5479,-1.3183,0.8805,-0.9132,1.8996,0.2154
F3,2.8361,4.3463,5.5589,1.0222,4.366,0.5666,3.6928,3.1572,3.5899,-0.7346,6.4383,6.1361,2.5036,2.5363,5.0592,1.0573,2.5852,2.4144,2.043,0.605,-0.5125,3.4622,3.8116,3.7291,3.2002,2.1702,2.6556,3.3925,1.949,2.6602,3.4183,1.6785,2.7379,1.595,2.6441,2.3953,0.9568,2.7636,0.4865,2.7931,2.3048,4.4562,4.391,0.6969,1.7954
FABP1,-4.2934,-9.9658,-2.5479,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-4.6082,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FABP3,7.0897,3.9137,9.1311,1.3109,5.7396,6.3707,10.161,6.6247,10.187,0.9862,10.5466,10.4236,1.0642,2.5112,9.4736,5.8778,8.8878,10.2796,9.9741,6.1332,6.2336,5.8311,7.3235,1.1706,8.1933,6.7909,8.212,5.2791,6.0777,6.8691,8.7484,6.0758,11.2945,7.6712,9.2508,6.3111,7.1466,8.9844,1.0711,8.8389,6.4756,9.7176,8.4854,9.4471,10.1982
FABP4,2.3251,0.7999,9.653,4.7127,3.4224,-2.3147,2.685,4.01,1.0847,3.162,4.1891,-4.6082,2.8462,5.1248,-0.8084,-9.9658,3.0411,-9.9658,2.05,6.6968,6.9177,4.0765,2.9032,-2.8262,5.0777,2.3536,2.971,0.1648,-0.1993,4.2899,0.7058,2.8117,-1.0862,2.0076,-1.1172,2.5924,-1.7809,2.7657,7.3766,-1.2828,-0.0877,-0.7834,4.7856,6.5266,-0.2328
FADD,3.1011,3.1892,3.1908,4.0295,4.0705,3.5461,3.5779,3.831,4.0225,3.5022,4.2862,3.2389,3.1939,3.1278,3.4868,3.4635,3.4504,2.2299,3.869,3.492,2.5972,2.5924,3.449,3.3393,3.0859,3.2189,3.0287,2.6962,-0.5543,3.4713,3.8837,2.7051,1.7446,3.6543,3.0481,1.9564,3.2692,3.4817,3.2856,2.8916,3.7259,2.7993,2.6693,3.1409,3.0092
FADS2,7.3954,9.0447,7.0202,9.1066,4.421,7.8217,8.7058,8.4658,6.9267,8.2327,6.5793,8.5247,8.799,8.2045,5.4758,8.3479,7.8177,6.8141,8.3226,8.4198,7.562,7.1583,8.4193,8.1542,8.0613,5.4087,8.6413,6.9591,6.5901,7.8881,7.9413,5.671,3.2267,8.5738,7.9359,5.0943,7.3227,6.7003,8.0084,7.0059,8.2172,6.1492,8.7732,3.8198,1.6374
FARP2,3.4778,2.5288,3.2205,4.0549,3.2343,2.108,2.6395,3.5535,1.6649,2.7249,2.2872,1.7316,2.4753,3.728,2.6918,2.036,2.0742,1.0433,3.3192,3.1924,2.9205,1.8762,2.4934,2.0183,2.5437,4.0601,2.7422,3.3492,4.479,2.9338,3.3293,2.578,2.0076,3.0927,1.8957,1.2756,4.178,2.4008,1.692,1.884,2.3677,1.6187,0.8082,3.4971,0.5666
FAS,0.4016,3.5779,1.5661,4.0816,3.2511,3.7116,0.8568,5.1664,5.8339,3.1685,4.5976,4.0375,3.9108,3.7072,4.7159,4.3576,2.6918,2.9394,2.6418,2.9262,2.2144,3.3787,3.7496,4.991,4.3198,3.7039,1.8722,3.9636,1.3167,3.1212,2.9525,0.605,2.8542,3.1829,2.6647,3.1653,3.7898,5.5395,4.7437,7.3063,5.5952,5.6189,3.2511,3.9403,3.6486
FASLG,-9.9658,-9.9658,-3.1714,-9.9658,-0.3566,-9.9658,-9.9658,-6.5064,-2.1779,-5.5735,-4.6082,-3.6259,-5.5735,-4.6082,-3.0469,-9.9658,-2.5479,-9.9658,-5.0116,-6.5064,-6.5064,-4.035,-9.9658,-5.5735,-6.5064,-4.6082,-4.6082,-4.2934,-9.9658,-3.816,-3.0469,-1.5522,-1.6394,-9.9658,-4.6082,-1.0862,-5.5735,-2.3147,-9.9658,-9.9658,-6.5064,-1.3548,-5.0116,-3.816,-3.458
FASN,4.9658,6.9619,5.1073,7.3592,5.3363,6.7423,6.7136,9.0861,5.3082,6.8514,4.3119,3.7752,5.675,7.9096,3.867,5.1002,4.6136,4.6177,6.3735,7.6006,8.8569,4.1086,5.8595,6.4488,6.805,4.7198,8.1035,6.6363,5.6378,6.6215,6.2719,4.7225,2.5137,4.1844,5.9395,4.3951,6.0868,3.6006,5.5027,5.5647,7.031,3.1393,4.5205,3.9801,4.0892
FAT4,-3.0469,-2.9324,-3.1714,-3.6259,-0.7108,-1.685,-1.9942,-1.9942,-0.8599,-3.816,-3.3076,-2.9324,-3.816,-5.0116,-3.3076,-6.5064,-2.5479,-5.5735,-0.1993,-5.5735,-4.6082,-3.458,-3.816,-5.0116,-3.0469,-5.5735,-1.5951,0.24,-4.2934,-4.2934,-4.2934,-4.6082,-3.816,-4.6082,-3.816,-4.2934,-3.458,-1.5105,-3.458,-0.3383,-1.5522,-2.0529,-3.3076,-0.9971,-3.3076
FBP1,1.1316,3.9031,1.3051,3.2511,2.2019,-1.685,0.9115,2.4117,0.7579,1.6327,1.1382,1.4547,1.5366,1.0503,-0.6193,1.8683,-0.7834,-0.3022,-4.035,2.2175,3.1491,-0.6643,2.3366,-1.5105,-2.5479,2.791,1.7229,-0.1187,-2.8262,4.6888,3.3076,1.8604,2.004,3.3506,2.3816,0.1648,2.5288,0.3231,5.0175,-1.9942,2.0569,0.7999,1.4859,0.058,1.1706
FBP2,-9.9658,-9.9658,-0.4719,-4.6082,-5.0116,-6.5064,-9.9658,-5.5735,1.5709,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,1.5165,-5.5735,0.4761,-9.9658,-3.816,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-3.816,-9.9658,-3.6259,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-5.0116,-3.6259,-3.0469,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,2.96,-5.0116,-4.2934
FBXO25,3.0757,3.1939,4.49,4.1178,1.6045,3.832,3.6589,3.5694,4.0118,3.9765,4.0824,3.6018,3.0305,1.1577,3.8289,3.3925,3.3952,2.6738,4.096,3.6748,3.2496,2.1509,4.2847,3.4344,3.9571,2.2019,2.8199,3.3605,1.46,3.0463,3.9856,3.2127,3.2018,4.1466,2.9032,2.9729,3.4464,3.5706,2.1313,3.0808,3.1653,3.4997,3.8023,3.7443,3.6451
FBXO32,1.105,0.7664,4.7512,0.7999,4.5066,2.6138,1.9638,-0.2159,5.2777,2.9432,6.6056,6.1977,0.8805,2.4412,3.772,4.4777,3.4881,3.8491,4.322,2.5876,3.0002,0.7579,2.4465,2.8661,0.6517,2.4831,0.1124,1.1512,0.2762,3.3689,3.5633,2.7972,5.2068,4.0419,1.6785,3.0927,1.7273,4.3053,-0.1504,4.1962,2.1213,4.7507,2.8974,2.1541,6.4217
FBXW11,4.4437,3.7028,3.5449,2.93,2.9747,4.0401,3.6972,3.3235,4.0584,4.1978,4.2751,4.0541,4.8228,3.7635,4.366,3.6018,3.2251,2.3788,4.4081,3.6725,3.8116,3.0358,3.9534,4.2457,3.6782,2.5511,3.3492,2.9618,1.3283,2.7721,4.2862,3.8441,2.7551,4.7523,3.4318,2.1345,4.6317,4.1954,4.9346,3.3061,5.1583,3.8788,3.0463,4.0558,3.795
FCER1A,-2.7274,1.6234,1.6187,-5.0116,-5.0116,0.8164,3.38,-0.2328,1.3901,-2.2447,1.1897,2.2051,1.3397,-2.2447,0.434,-4.6082,-0.5973,1.642,-0.013,-4.6082,-0.4325,1.0293,-1.8314,-0.1504,1.8444,-2.9324,3.8571,-1.6394,-1.0862,-1.8836,2.4883,-9.9658,2.982,2.7051,3.222,-0.2671,1.7532,0.8647,1.5465,0.3796,3.4543,3.4358,1.3623,0.605,2.8819
FCER1G,3.9384,3.0092,6.2413,3.3842,8.679,3.0688,4.3597,3.7909,5.1182,1.8762,2.9394,7.3749,3.8105,5.2795,4.3046,3.6983,3.9663,5.1136,2.7487,4.1915,5.3608,3.6543,1.9786,2.5707,2.9281,4.0225,5.9693,4.1219,2.8661,6.25,4.3569,3.9938,6.9687,3.402,4.6815,5.8719,1.4388,5.5135,3.2481,3.6148,3.5449,6.4038,5.4084,4.3399,6.6314
FCGR2B,1.0642,-0.3383,2.8442,0.3685,4.1954,-5.0116,-1.5105,0.1257,2.5683,-3.816,0.044,2.9984,-1.3548,2.1894,-1.1811,-0.1345,-1.7809,1.9786,-2.8262,1.8119,0.4552,-1.8836,-2.7274,-0.5756,-1.1488,0.5069,0.0158,-0.2845,-3.6259,0.4016,0.2998,-0.6193,4.041,-0.5332,-1.7322,1.9931,-4.6082,3.6646,-2.1779,-1.8836,1.2023,3.866,1.0433,1.3567,2.7847
FFAR2,-9.9658,-6.5064,-2.5479,-5.0116,-2.4659,-5.5735,-2.5479,-4.2934,-5.5735,-5.5735,-5.5735,-4.6082,-5.5735,-1.2142,-4.6082,-9.9658,-5.5735,-6.5064,-2.7274,-3.3076,-3.1714,-1.6394,-6.5064,-9.9658,-6.5064,-6.5064,-1.7809,-4.035,-9.9658,-2.3884,-9.9658,-6.5064,-0.6873,-9.9658,-2.6349,-6.5064,-9.9658,-3.1714,-2.1779,-9.9658,-6.5064,-6.5064,-2.0529,-4.6082,-5.0116
FGF1,-2.0529,-0.8339,-5.5735,-3.816,0.6969,-1.685,-1.8836,-4.6082,-1.1172,-3.6259,-1.1488,-2.1779,-4.6082,0.8327,-4.2934,-1.0262,-2.1779,-4.035,-1.1488,-3.1714,-2.6349,-5.5735,-2.7274,-4.6082,-2.3147,-5.0116,-1.8836,-2.1779,-2.0529,-3.6259,-3.6259,-3.6259,-4.6082,-1.685,-6.5064,-3.1714,-2.1779,0.4125,-2.9324,-5.5735,-1.0559,-1.9379,-5.0116,-1.8836,-0.9686
FGF10,-6.5064,-0.0277,-9.9658,-9.9658,1.7532,-9.9658,-1.5105,-0.1993,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,1.4441,-9.9658,-9.9658,-4.035,-5.0116,-4.6082,-9.9658,-1.7809,-9.9658,-5.5735,-9.9658,-6.5064,-2.6349,-2.9324,-3.458,-4.2934,-5.5735,-6.5064,-4.6082,-9.9658,-4.035,-9.9658,-9.9658,-6.5064,-4.035,-9.9658,-2.7274,-4.6082,-6.5064,-9.9658,-2.4659,-9.9658
FGF16,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FGF17,-2.9324,-1.6394,-1.4699,-2.5479,0.4761,-0.5125,-2.7274,-1.3183,-6.5064,-1.2828,-9.9658,-5.0116,-3.1714,-3.0469,-9.9658,-2.8262,-9.9658,-9.9658,-4.2934,-2.9324,-2.6349,-9.9658,-3.458,-3.3076,-5.0116,-2.1779,-6.5064,-0.8863,-2.0529,0.0014,-4.035,0.1903,-2.3147,-1.0262,-5.0116,-3.0469,-5.5735,-5.5735,-5.5735,-5.5735,-9.9658,-2.5479,-3.3076,-3.0469,-3.458
FGF18,-3.1714,-1.0559,-9.9658,-4.2934,0.7233,-2.7274,-3.816,-3.0469,-4.2934,-2.4659,-3.1714,-6.5064,-2.9324,-9.9658,-3.816,-1.9379,-2.7274,-5.0116,-3.6259,-2.8262,-4.6082,-1.8314,-2.3884,-0.7834,-3.3076,-4.6082,-1.6394,-2.0529,-5.0116,-3.1714,-4.2934,-0.0877,-3.1714,-4.035,-2.1779,-3.6259,0.1257,-1.4305,-3.1714,-1.4305,-3.1714,-2.9324,-3.0469,-2.6349,-1.0862
FGF19,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064
FGF2,-1.7322,-3.3076,-3.0469,-3.6259,2.183,-1.8314,-3.6259,-1.5522,-1.8314,-0.9971,-0.1345,-3.1714,-1.2828,1.7744,0.5666,-0.3566,-1.0862,-3.0469,-2.7274,-3.816,-3.458,-2.4659,-0.9132,0.7579,-2.8262,-4.6082,-2.3884,-2.5479,-4.6082,-1.1488,-1.0862,2.1411,-1.9942,-1.9942,-0.1993,-2.3884,-0.3383,0.7146,0.6145,-0.6643,0.058,-1.685,-2.3147,0.0854,-2.7274
FGF20,-1.5951,-5.0116,-3.0469,-2.8262,-5.5735,-2.3147,-5.0116,-3.458,-0.0877,-0.9406,-0.4325,-0.7588,-2.0529,2.9394,-0.3566,-4.2934,0.7748,-0.9686,1.6045,1.9226,-0.4921,-1.6394,-0.5973,1.4174,-4.6082,-2.0529,-0.6873,-0.2159,0.5568,-1.3921,-0.7588,0.3346,-0.1665,-5.5735,-3.816,-0.9132,-1.4699,-0.0725,-2.4659,0.3346,-1.6394,0.9493,-1.4699,-3.816,-6.5064
FGF21,3.1781,-4.035,-9.9658,-9.9658,-3.3076,-9.9658,-3.816,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,0.3685,-9.9658,-9.9658,-9.9658,3.9765,-1.0862,-9.9658,-4.035,-9.9658,-2.8262,-9.9658,-1.9379,-4.6082,-9.9658,-3.3076,-9.9658,2.128,-9.9658,1.0007,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-2.7274,-5.5735,-9.9658,-9.9658,-9.9658
FGF22,-3.458,-4.035,-5.5735,-3.3076,-9.9658,-1.6394,-2.3147,-2.5479,-3.816,-2.8262,-4.035,-4.035,-3.458,-4.035,-3.3076,-5.5735,-3.1714,-1.9379,-1.0559,-5.0116,-3.458,-3.3076,-3.0469,-4.2934,-4.6082,-3.6259,-2.5479,-3.3076,-9.9658,-1.1488,-2.6349,-6.5064,-5.5735,-0.8863,-2.8262,-3.6259,-0.3752,-2.4659,-1.8836,-2.114,-1.5522,-1.8314,-4.2934,-4.6082,-2.5479
FGF23,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
FGF3,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-5.5735
FGF4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064
FGF5,-6.5064,-9.9658,-9.9658,-9.9658,-1.9379,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658
FGF6,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FGF7,-1.4699,-1.5522,-3.458,-4.035,1.2455,-4.035,-2.3884,-1.4699,-3.3076,-2.0529,-0.4325,-3.458,-0.5543,-2.4659,-2.3884,-2.3147,-2.9324,-3.1714,-2.3147,-2.8262,-1.9942,-1.7809,-0.8084,-1.3548,-0.6643,-2.3147,-1.4305,-3.816,-9.9658,-0.1993,-0.8339,-3.6259,-3.3076,1.0007,-0.7108,-1.9942,-1.0862,-0.1031,-0.8599,-2.1779,-0.8339,-2.7274,-1.3183,-2.1779,-1.4305
FGF8,-9.9658,-3.3076,-9.9658,-4.6082,-2.6349,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-2.3147,-4.2934,-3.458,-9.9658,-4.6082,-1.5522,-9.9658,-9.9658,-4.6082,-5.0116,-4.2934,-9.9658,-3.6259,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658
FGF9,3.4384,1.4494,0.7058,2.5137,-9.9658,1.9264,1.3567,-2.2447,0.6699,4.2001,0.3231,-0.7588,1.766,-4.2934,1.0293,1.9111,-0.8599,-0.3752,0.547,-0.8863,3.0145,2.0183,2.1734,-2.3147,1.8282,0.9419,2.9262,1.2992,1.0779,2.5061,-0.8599,2.9071,-4.6082,1.6649,0.5666,-0.6416,4.1756,0.2029,2.3898,0.4967,2.7465,-0.1665,-1.3548,-9.9658,-0.6416
FGFR1,2.3308,5.6511,2.1213,4.5796,6.4202,5.9903,5.6103,2.6114,5.7885,4.9026,5.9076,6.5137,5.3562,6.1607,5.5233,4.5559,5.7911,5.0905,6.1995,4.9778,3.421,4.4777,6.9607,5.2495,6.7078,0.9343,4.9607,4.5249,3.7171,3.9865,3.5424,4.5802,3.5559,2.8701,5.2642,0.2029,5.7145,2.971,6.0594,2.872,5.3096,3.9938,6.4973,3.8095,4.6404
FGFR2,3.5815,0.537,1.0433,3.6532,-5.5735,1.1316,0.0014,0.9862,0.434,2.118,0.5666,-3.816,2.7029,-5.0116,2.5511,4.001,-0.9686,1.2992,0.8726,1.5115,4.0109,0.2277,4.061,2.9784,3.0358,4.5053,1.2023,2.6579,4.2914,3.6771,0.0854,2.5511,0.346,2.7551,1.4652,3.1245,1.6604,0.5666,2.1638,3.4881,3.5362,-2.114,1.6785,5.0696,2.4279
FGFR3,0.6425,-3.458,2.8661,-2.8262,-4.6082,-0.2671,-2.5479,1.8957,-6.5064,-4.6082,-4.2934,-5.5735,-3.6259,-2.8262,-9.9658,0.5859,-2.7274,-6.5064,-0.1031,-0.9132,1.8918,-5.0116,-1.1811,-1.4699,-3.0469,-4.035,-1.8314,-1.7322,-1.1488,-1.5951,-1.0559,-1.4305,-4.2934,-1.2142,-3.458,-3.3076,-2.7274,-2.3884,-2.5479,-4.2934,-0.0877,-1.9942,-5.5735,4.235,-4.6082
FGFR4,6.2325,4.1327,6.7618,7.1934,0.1648,4.8635,6.3422,3.6277,2.4518,5.8858,-1.7809,5.497,3.8023,5.4935,3.87,2.0254,3.7518,5.3629,5.8299,8.9856,4.0171,2.3732,4.6571,2.2144,6.7125,6.057,3.9765,6.4057,6.907,3.4971,7.3513,5.6488,-2.4659,0.1124,7.4679,-1.2828,5.8148,-0.9406,7.7253,-0.4921,3.5086,3.0637,8.0588,7.4896,-1.3548
FGR,0.1903,0.2762,-0.3566,-0.5125,2.3953,1.2023,0.6332,-1.1488,0.5666,-0.9971,0.2029,3.2959,-0.2671,1.3454,0.2277,-0.3022,0.24,0.1124,1.1706,1.0573,1.0079,-0.6416,0.3907,-1.3921,0.2522,-0.4131,0.7999,-0.0574,-1.1488,1.614,-0.4719,0.0854,0.688,-0.8339,0.434,0.7832,-2.5479,0.4552,-0.6643,-0.5125,-0.0725,0.5859,0.679,0.9268,0.044
FHL1,3.0961,2.0707,3.2251,2.2753,6.212,3.6018,2.7007,3.0234,2.2237,2.3926,2.8897,2.1345,2.5437,2.7551,1.5366,3.0252,3.1572,1.0293,2.4492,4.4257,1.9302,2.5924,3.0393,4.4693,2.128,-0.1031,2.6962,2.233,1.1512,2.6962,1.9111,3.2781,3.3148,1.2576,2.6984,1.0151,3.9393,3.7571,3.7006,2.7551,4.3786,2.4439,1.4547,4.7285,4.3213
FLCN,4.9407,2.6185,2.1411,3.6838,4.3148,3.5633,3.3717,2.4279,4.0875,4.4529,4.6882,4.3758,3.6657,4.7539,4.1053,5.4087,3.8521,3.3535,5.1363,3.2297,3.8208,1.9895,3.0038,2.4279,3.6207,3.8054,3.5694,4.3017,1.614,4.2943,3.837,3.1062,2.3048,5.2649,3.3563,3.1409,3.5486,4.1269,2.8582,4.1294,3.3163,3.4291,4.2419,4.2001,3.5959
FLNA,6.7207,8.1539,5.2702,7.3916,9.1099,4.9463,8.3862,6.8362,8.3112,6.3053,7.9925,5.7063,5.1177,7.1926,9.2167,8.7312,8.3821,3.9901,8.0413,8.9829,7.5432,6.4562,7.4367,8.2676,8.6808,8.5156,7.2548,7.6451,5.9194,6.1787,5.2828,6.9154,6.2782,5.983,4.2862,4.8605,5.6189,7.8397,2.6624,7.8947,7.8595,7.2775,7.1296,6.1859,7.3088
FLNB,4.7093,5.7745,7.3619,6.0213,5.0532,4.0136,6.6819,4.8739,5.9878,6.2599,5.5763,4.4236,5.1815,6.7092,5.8622,7.442,5.4216,5.8706,5.1748,6.3825,5.7366,5.0475,6.2382,4.2833,6.325,7.0501,4.7908,5.634,3.027,6.6156,5.9623,6.3634,5.1206,6.4599,5.3597,4.1899,3.2781,4.858,4.4575,5.2269,3.741,3.928,6.5157,5.9607,5.2724
FLNC,-0.9132,-3.816,-2.1779,-4.6082,5.1098,-1.1811,-1.8314,-3.1714,-2.0529,-2.4659,-3.0469,-4.2934,-3.458,-3.816,-3.816,-1.0559,-2.5479,-4.035,-3.0469,-2.7274,-0.4921,-5.5735,-2.7274,-2.5479,-2.1779,-4.2934,-3.0469,-2.7274,-5.5735,-4.035,-4.035,-2.4659,-5.5735,-2.0529,-1.8836,-3.1714,-1.1172,-0.7108,0.5955,-6.5064,-4.2934,-4.2934,-3.3076,-2.4659,-6.5064
FLOT1,6.4941,7.1754,7.4983,7.6845,7.2123,6.4438,7.9032,7.7808,6.9363,8.0007,7.4601,7.0202,7.852,7.6039,7.6019,7.7878,7.2741,6.1219,7.2659,7.6571,7.5931,6.8412,7.9999,6.4899,7.0587,6.8294,6.8343,7.0005,6.1524,8.2753,7.6199,6.9182,7.908,7.5058,7.7082,7.4108,6.8031,7.0206,6.6372,7.0342,7.1702,7.1933,6.8411,7.1496,8.5692
FLOT2,4.8655,4.5602,5.051,4.7517,5.0418,4.7613,3.6635,3.7518,3.5911,4.2196,3.9636,4.4848,4.0601,4.6651,3.9194,0.346,4.0348,3.5212,4.5072,4.9294,5.3078,3.9571,4.7955,3.6532,4.1676,4.7323,5.3548,4.5405,3.4971,5.6747,3.4804,4.0567,3.5124,4.1019,3.705,3.3293,4.2064,3.7614,4.7597,4.2041,4.5862,4.4673,4.1563,4.0109,4.7448
FLT1,4.5454,3.2856,3.0217,3.5657,3.3703,4.764,3.335,2.9655,2.183,3.0411,2.2391,4.0136,3.8954,4.2119,2.4518,1.5563,2.9375,2.9692,2.982,3.0446,2.0707,1.2576,2.4492,2.9148,3.1212,3.3883,3.1327,4.7688,2.3536,2.004,2.9507,2.2753,3.4358,1.196,3.864,2.128,3.4583,3.1129,3.0411,1.4808,2.5061,3.074,3.3591,3.5682,3.6532
