gene_name,TCGA-N5-A4R8-01,TCGA-N5-A4RA-01,TCGA-N5-A4RD-01,TCGA-N5-A4RJ-01,TCGA-N5-A4RM-01,TCGA-N5-A4RN-01,TCGA-N5-A4RO-01,TCGA-N5-A4RS-01,TCGA-N5-A4RT-01,TCGA-N5-A4RV-01,TCGA-N5-A59E-01,TCGA-N5-A59F-01,TCGA-N6-A4V9-01,TCGA-N6-A4VC-01,TCGA-N6-A4VD-01,TCGA-N6-A4VE-01,TCGA-N7-A4Y0-01,TCGA-N7-A4Y5-01,TCGA-N7-A4Y8-01,TCGA-N7-A59B-01,TCGA-N8-A4PI-01,TCGA-N8-A4PL-01,TCGA-N8-A4PM-01,TCGA-N8-A4PN-01,TCGA-N8-A4PO-01,TCGA-N8-A4PP-01,TCGA-N8-A4PQ-01,TCGA-N8-A56S-01,TCGA-N9-A4PZ-01,TCGA-N9-A4Q1-01,TCGA-N9-A4Q3-01,TCGA-N9-A4Q4-01,TCGA-N9-A4Q7-01,TCGA-NA-A4QV-01,TCGA-NA-A4QW-01,TCGA-NA-A4QX-01,TCGA-NA-A4QY-01,TCGA-NA-A4R0-01,TCGA-NA-A4R1-01,TCGA-ND-A4W6-01,TCGA-ND-A4WA-01,TCGA-ND-A4WC-01,TCGA-ND-A4WF-01,TCGA-NF-A4X2-01,TCGA-NF-A5CP-01,TCGA-NG-A4VU-01,TCGA-NG-A4VW-01,TCGA-QN-A5NN-01
DRD2,-3.0469,-2.3884,-1.7809,0.8961,-1.7322,-4.6082,-1.4305,2.1313,-1.8836,-4.035,-1.0862,1.0007,-0.6193,-0.7834,0.7493,0.5859,-5.0116,-0.5543,-2.114,-1.9379,-4.035,-4.6082,-1.4305,0.5069,-0.7834,-2.6349,-0.3383,1.1833,-1.8836,-2.4659,-3.6259,-0.5125,-3.816,-3.3076,0.688,0.1776,0.099,-4.2934,-2.4659,-1.7322,-3.458,-2.114,-1.0262,-4.035,-1.6394,-1.0559,-2.9324,-2.3884
DRD5,-5.0116,-5.0116,-6.5064,-3.458,-5.0116,-2.3884,-5.5735,-4.035,-5.5735,-9.9658,-2.8262,-5.0116,-2.3884,-6.5064,-6.5064,-0.9132,-9.9658,-2.8262,-9.9658,-9.9658,-1.4699,-3.458,-9.9658,-4.035,1.0847,-9.9658,-4.2934,-4.6082,-2.8262,-0.6416,-3.816,-4.035,-9.9658,-0.9132,-4.035,-3.6259,-2.3884,-6.5064,-5.5735,-3.6259,-3.0469,-9.9658,-4.6082,-9.9658,-2.5479,-9.9658,-9.9658,-9.9658
DTX1,1.2756,0.6699,4.3242,3.2189,0.6517,0.4233,3.907,2.6185,3.4504,0.4552,2.6602,2.9281,0.8488,3.0323,2.6738,2.8562,-1.1811,-1.7809,1.9188,0.2522,2.0218,3.2781,3.9051,3.3435,1.2147,1.46,2.3704,3.834,3.0791,1.8078,2.5263,0.0718,1.5902,3.1604,1.334,0.8488,1.3109,1.2636,3.2018,2.8482,3.5199,1.8722,2.59,-0.1665,0.3796,-0.9132,0.8568,1.9931
DTX2,3.6972,5.0696,4.5429,4.3793,4.7976,3.3633,3.795,5.1776,3.5535,4.4906,4.3841,4.2987,4.7939,3.4034,4.8192,4.916,3.9847,2.7205,4.7783,5.2095,3.5791,4.1145,3.6428,3.3364,3.9746,3.927,3.4451,3.4358,4.3442,4.4932,3.3869,4.3263,4.5669,3.7593,3.0808,4.0909,3.1245,3.9755,3.453,3.6961,3.0163,4.0419,3.6347,4.7088,3.6894,2.727,3.5559,4.2009
DTX3,5.0717,4.441,5.8349,4.652,5.6221,5.639,5.1611,6.1891,4.9801,6.0555,6.1326,5.1469,5.225,4.9098,5.1355,5.0304,5.0027,3.9874,4.5311,4.6422,4.5448,5.4353,5.1651,5.8518,4.916,5.2586,4.6456,4.9021,5.4486,5.9828,5.5217,4.7448,4.6905,5.6874,4.9041,3.5742,3.9645,4.7231,4.7323,4.2196,5.5414,4.4996,4.8704,4.5085,3.5224,2.9966,4.905,3.9792
DTX3L,1.3623,2.8219,2.7889,2.004,2.2237,1.8604,2.0979,3.0585,2.9032,1.2815,1.9452,2.4805,4.2899,3.4034,3.4984,5.067,2.3106,1.4808,-0.4325,4.6277,2.3337,1.334,2.1925,3.2647,1.9111,4.6259,3.3521,2.4225,3.5009,2.7227,2.4144,1.8957,3.5657,3.0961,1.9931,3.2959,1.6785,3.9137,2.651,2.0673,2.9857,4.3555,1.46,2.6693,3.9137,2.5437,4.1261,3.7432
DTX4,1.5806,3.287,1.0711,2.9525,1.4859,-1.1488,0.6517,3.2692,2.2543,-0.7346,2.6602,2.3048,0.9493,3.1733,4.9928,4.001,-0.8339,1.683,-0.4131,-0.6643,1.692,2.6828,2.6873,3.6066,1.8484,2.8681,2.4908,3.0481,1.0503,0.3231,2.2237,0.9419,0.7579,1.4281,2.4492,1.2934,3.6646,2.1444,2.7051,1.5216,0.7321,3.0411,0.5568,1.9675,2.0604,3.4384,0.24,0.5763
DUSP1,4.0985,4.0824,4.6742,5.6453,2.9544,6.251,5.1615,4.3765,3.5523,5.404,4.8022,5.7913,7.6892,4.4006,4.8655,7.3467,3.9051,3.863,2.9488,4.2751,5.1985,4.4263,4.2541,4.3869,7.3129,6.8112,7.6604,5.2296,5.8354,5.5808,5.8354,3.4048,3.5694,6.1542,4.7302,6.4545,5.72,7.2068,3.1955,6.2311,3.7443,6.2118,4.073,3.8218,6.2572,5.1954,4.6577,5.8905
DUSP10,2.4465,2.0218,1.934,2.9071,0.6239,1.9149,0.7493,1.412,1.9564,2.1147,2.6441,2.4008,4.2518,2.561,3.6207,2.9148,5.0696,3.0876,0.1648,3.162,1.5563,1.6512,2.9167,1.6187,1.7097,1.1897,2.7784,0.6608,2.3106,3.6838,1.7617,2.2268,2.2723,2.0979,1.7702,1.6234,1.3051,1.674,-1.3548,1.5612,3.154,3.3393,1.5415,2.3677,2.9338,2.5948,3.0481,2.2082
DUSP16,3.869,1.9226,3.136,3.0092,1.7702,2.4649,3.3321,2.9692,2.7249,1.8363,3.8167,2.4063,3.0842,3.835,3.2282,3.5312,1.736,2.0535,1.177,2.376,2.8562,2.651,2.4883,2.3164,4.1392,2.8137,2.8542,4.0688,3.6994,3.1523,3.2752,2.1862,2.6962,2.0569,2.2813,2.4063,2.3077,3.2359,1.1706,2.108,2.4857,2.4225,3.0127,2.2513,2.9948,2.0254,4.0269,2.3704
DUSP2,3.7857,5.257,4.4958,3.453,5.0335,2.4008,4.3364,6.0367,3.5559,6.8642,4.4996,3.29,6.8401,2.4306,2.7993,5.3712,3.3773,4.3053,2.578,2.6624,3.7699,2.004,4.0713,2.4008,4.1294,4.7528,6.0142,2.9013,4.3206,5.0063,6.0881,4.0471,4.433,3.5411,4.2788,3.6872,3.2143,3.7105,1.0642,4.2714,2.676,2.409,4.1986,3.5224,2.77,2.6556,3.8788,3.1556
DUSP3,3.6359,4.061,3.7443,4.9874,4.858,3.6646,3.5803,4.3299,3.1228,4.2419,3.8471,4.1351,3.154,4.3772,4.1867,3.4739,4.5355,4.3541,3.0893,3.906,4.6866,4.4417,3.6972,3.1908,3.7877,4.6662,3.2677,3.2127,3.4451,3.5694,3.8471,2.9128,4.5386,4.4101,4.5448,3.5947,4.3002,3.8581,4.5808,4.5596,4.5217,4.9175,3.652,3.5694,3.8136,3.9617,2.9071,4.1531
DUSP4,0.5568,1.4174,0.5271,1.0222,-0.0425,-0.1187,-0.7346,1.6234,-1.0262,0.6425,1.0711,1.5415,5.3583,0.9568,2.6556,1.3511,-1.6394,0.2762,0.058,1.4011,0.2998,1.7702,0.605,2.77,0.2642,0.3573,3.2313,0.3907,-0.1187,2.2603,3.0602,2.0395,1.5013,-0.4921,3.833,2.3019,1.2992,1.7403,-0.8863,0.9716,0.537,2.8178,2.6348,-1.2481,0.9115,1.6964,2.6043,1.7489
DUSP5,1.8119,0.4447,3.1813,3.8054,1.2576,2.6805,2.1247,3.6018,1.3167,4.2855,2.5388,1.9034,2.6418,4.3249,2.6161,1.4335,1.683,0.6145,-1.2142,1.5661,1.6785,3.2389,2.0465,0.7146,3.7971,2.9911,4.1203,1.5415,1.5165,2.4544,3.6994,1.4388,1.9638,1.9226,1.9452,3.9185,2.6067,3.3675,1.0915,4.6843,1.105,3.2722,2.5288,1.8918,3.9412,1.6281,1.4441,3.3364
DUSP6,4.7619,3.325,3.4817,3.4713,5.0764,4.1724,3.6242,6.6829,3.2602,6.6079,4.7751,3.6725,7.6262,7.1226,4.7704,4.2304,2.0535,3.1717,1.9564,1.8879,4.3924,6.0957,2.5487,3.4791,4.352,5.2832,3.8279,4.7549,3.5274,4.906,7.8155,4.5386,1.2209,3.4451,3.7182,3.837,4.1302,4.691,2.6185,4.6815,6.0745,6.2689,5.4767,2.1574,5.0466,3.1294,4.1103,5.1776
DUSP7,4.5021,3.5982,2.7972,3.5262,3.0217,5.0099,3.9318,2.7357,2.8562,4.916,4.6224,3.7571,3.3925,2.3251,2.7379,2.909,3.8147,3.9213,3.6816,1.334,3.1749,3.5994,3.5022,5.366,3.3925,4.1466,4.8435,4.0082,3.8993,4.0144,2.8034,3.5718,2.8701,3.9478,3.644,3.0825,3.2752,3.2374,3.7421,3.3883,2.8422,3.0757,5.0308,3.8818,3.2692,4.2009,3.3938,4.4027
DUSP8,-1.2142,0.0158,0.8082,2.0395,0.4447,-0.6643,1.3901,1.6281,0.3685,1.5465,1.2756,1.4335,0.9789,0.4125,1.1382,1.0642,0.058,-0.5125,-2.2447,2.0707,0.9038,0.8082,2.496,-0.0877,2.3308,1.5465,1.9264,0.8568,0.7748,1.9786,0.9268,0.03,0.7999,0.4552,-0.013,0.2522,1.2271,1.9638,-0.0574,0.5271,-0.8599,1.3956,1.3791,0.8082,2.1638,-0.4719,1.6234,0.7493
DUSP9,2.8955,4.4162,4.1652,4.1612,1.8643,3.0428,2.9929,2.6783,4.1466,1.2992,3.0961,1.9302,2.0878,3.2856,-1.0262,3.3521,1.8036,-0.3566,2.971,-3.0469,0.3346,3.1844,0.3346,2.5462,0.9268,3.5657,-0.1031,3.9356,2.0844,3.1572,2.3898,3.0995,-0.5332,2.3135,1.8918,2.5437,1.2992,1.1184,2.0878,2.2603,-0.3752,-2.1779,3.3148,3.3192,-0.6873,2.5313,-1.4699,-0.0877
DVL1,5.254,5.9329,4.865,5.0909,6.0785,4.3435,5.2265,6.133,5.2373,5.5264,5.1664,6.1607,4.7253,4.6148,3.7432,4.3653,5.5392,5.3118,6.1367,4.95,5.5239,5.0674,6.1326,5.5925,4.3484,5.0773,4.6171,5.2932,4.9805,4.5994,4.4357,4.3335,5.3754,6.1924,4.9755,4.49,4.89,4.096,5.3374,4.944,4.784,4.7965,5.3234,5.5367,4.6451,6.193,4.6059,4.3206
DVL2,4.8684,3.7982,4.0225,3.7116,3.8481,4.5186,4.981,4.1351,4.5104,4.5199,3.7709,3.9865,4.1002,4.0653,4.3053,3.837,4.4074,3.4569,4.178,3.2632,5.0501,5.6346,2.8522,4.7861,4.8778,4.706,4.3972,5.044,4.2095,3.7867,2.9052,3.3003,4.5205,5.4925,4.4983,3.2297,3.755,3.47,5.6077,3.668,4.8963,4.1078,4.222,4.1595,4.034,3.7593,4.9098,4.1804
DVL3,5.1619,5.4912,5.382,4.839,4.7127,5.1219,5.6918,4.7898,5.5411,4.2442,6.1767,5.0387,5.3031,4.9346,4.7263,4.9874,4.1261,5.7642,4.1852,5.7996,4.4784,5.441,4.1392,6.5312,5.3187,5.6375,5.1635,4.9714,5.5167,6.5291,5.5985,4.9892,3.055,5.7088,5.6671,5.682,4.1409,4.8156,4.5091,4.0242,5.8033,4.2072,5.3593,4.2995,5.0794,5.4142,5.1575,4.7453
E2F4,6.2617,5.1926,6.0321,4.8575,6.5451,5.4202,5.6159,6.0898,5.5267,4.7587,4.9987,5.5085,4.3786,4.8812,5.0922,4.5657,5.2627,5.1281,4.7154,4.3242,5.1855,5.1219,5.5183,5.0943,4.0627,5.1482,4.3278,5.4893,5.8525,5.3056,5.5339,5.5062,5.1019,6.0029,4.6691,5.7861,5.174,5.2958,5.3345,4.4443,5.2075,5.281,4.9089,5.064,4.3534,4.6347,4.309,4.235
E2F5,4.0064,2.909,3.5935,3.2692,0.8246,3.345,4.3541,3.0181,3.245,2.8055,3.0825,2.8974,3.3506,5.7698,3.6883,3.0568,4.6159,3.0323,2.3135,4.2548,3.7204,4.3924,3.7486,3.402,4.6485,4.6955,4.6485,3.8095,3.9127,3.0217,3.3393,3.3047,2.9148,2.3926,2.8916,3.5387,4.6376,2.945,2.5511,3.6312,3.2811,3.7982,4.0001,2.8582,4.0419,4.073,4.9246,4.3321
EBAG9,4.7154,3.4804,3.3773,3.1765,4.2773,3.002,2.7508,3.402,3.8501,3.9185,3.9213,3.2841,4.1019,4.5988,4.4575,4.6479,4.5079,4.0593,2.6624,4.6508,4.6341,3.0757,3.2174,3.2587,6.0788,3.716,4.6566,3.7507,5.0157,3.8126,2.6019,4.5243,3.0002,3.5596,3.9983,4.4283,3.5149,3.7094,4.0109,4.2669,4.197,3.6657,3.3675,3.9327,5.3191,4.6815,5.4219,4.3695
ECSIT,4.9322,5.1297,6.0756,5.5665,5.6262,4.3848,6.0219,4.7939,4.9412,5.4601,5.8332,5.7016,3.9983,4.9519,5.3671,6.1512,6.3005,5.3775,6.5938,7.4114,5.6804,4.8156,5.3671,4.6112,5.1938,5.4935,5.7926,4.7181,5.8261,5.6857,4.6955,5.4098,6.1615,4.4647,5.4634,4.7192,5.7618,4.1178,4.1169,5.2103,5.7074,5.0104,5.3872,5.2296,4.6329,7.2252,5.4806,5.3484
EDA,1.5806,2.5511,1.5563,3.0893,0.5859,3.8983,2.1345,1.8323,1.7912,0.537,0.9493,2.6208,1.8444,0.8246,1.7954,3.3235,0.24,2.8014,0.9191,1.9377,0.6608,-0.3201,2.05,2.2206,1.0915,1.9786,2.0076,2.3981,2.5658,1.1833,-0.5332,0.547,-1.1811,3.9691,2.0604,0.3115,3.0056,1.125,1.0779,0.8246,1.4962,-1.6394,-0.0877,1.1447,2.7117,3.4477,3.2002,1.766
EDA2R,-0.6416,-0.6416,-1.5105,-5.0116,-6.5064,-2.9324,-0.4921,-2.0529,-5.5735,-5.0116,-3.458,-1.9379,-2.2447,-1.5951,1.2516,-0.0277,1.5115,-1.9942,-6.5064,-5.0116,-1.7322,-4.035,-3.6259,1.6875,-0.1665,-5.0116,-0.4921,-0.5973,-0.6643,-0.4921,-3.6259,-1.3183,-3.3076,-0.5332,1.2696,-1.2142,-2.1779,-0.3383,1.334,-4.035,0.058,-2.1779,-5.0116,-2.4659,-0.6873,0.058,1.4281,-0.6873
EDAR,-5.0116,-4.2934,-1.5951,-0.7108,-6.5064,-1.9379,-2.6349,-0.7834,-1.4699,-9.9658,-3.816,-1.9942,-0.1031,0.7832,-2.3147,0.4967,-9.9658,-3.458,-5.5735,-9.9658,-5.0116,0.3907,-3.458,-3.6259,-4.035,-0.3383,-1.6394,-0.6416,-3.458,-9.9658,1.5216,-2.5479,-5.5735,-2.9324,-3.816,-5.5735,0.1519,-3.0469,-3.0469,0.6239,0.1903,-1.5951,-6.5064,-4.035,-3.458,-2.3147,-0.3752,-2.9324
EDARADD,-1.0262,0.03,1.2756,0.4233,-0.1031,-1.0262,-1.2828,1.7532,1.9859,2.409,-0.3383,1.3567,2.826,1.949,-1.2481,1.642,-2.8262,-1.9942,-1.7322,-1.5105,-3.6259,1.2271,-5.0116,-1.685,-0.1187,1.125,-0.6193,0.0854,-0.4921,-1.9379,1.9377,-1.2828,0.1903,2.3337,0.4447,-1.0262,0.9789,1.2455,-0.3022,-0.3752,-0.9406,0.4865,-0.0877,-2.5479,2.9948,-3.6259,-0.5756,0.0158
EDN1,-0.1345,-1.2828,-0.3752,3.4048,1.1833,1.3567,0.03,-0.1031,0.3907,0.8805,0.9935,1.8957,1.5854,0.5859,3.4344,3.3828,-2.3884,-0.5973,-1.7809,-0.1828,3.0217,2.9338,0.5859,-0.6643,3.0199,0.9862,1.642,1.7912,2.8199,0.0158,1.9675,1.0642,2.0673,1.9377,-1.8314,1.8282,2.5112,4.5299,0.2522,3.0181,-0.1665,3.4264,-0.7108,-1.2142,3.7762,-0.8084,0.2762,3.3979
EDN2,-1.1811,3.4622,0.346,2.3423,-2.4659,1.5563,-3.458,1.7617,2.5087,-0.1828,0.7579,2.9544,1.9859,0.5069,2.8974,3.3731,-2.3884,-0.8339,-1.6394,2.2452,2.4386,0.2154,2.2573,-1.4305,0.7664,2.043,1.4011,0.3231,2.1766,-3.3076,-0.3022,-0.9406,-0.4921,1.7744,-0.6193,2.6138,0.099,2.0844,-0.5973,-0.2159,2.0111,3.716,-2.114,-0.8863,5.8924,0.2642,2.6441,-1.5105
EDN3,5.2612,3.4569,2.7029,3.668,2.651,6.8173,4.7919,5.5916,2.5388,3.1228,4.1368,3.5424,8.2789,0.044,-0.0277,2.5852,-9.9658,-0.394,2.4359,-5.5735,-0.4921,3.3278,-1.1811,4.5577,2.3816,0.1124,3.3221,1.9188,2.9581,4.5249,3.7518,2.0742,-5.5735,4.6554,4.6611,5.4793,-1.685,-9.9658,-2.8262,0.3685,6.9186,-2.7274,3.9251,-0.6416,0.1776,3.9232,2.3337,6.7957
EDNRA,2.4279,0.7321,3.3605,2.9911,3.644,5.8309,4.0278,3.4048,4.85,3.4933,4.2706,3.7389,3.5187,1.642,2.1147,4.0419,0.3346,2.6873,2.3926,0.058,3.0995,4.0926,3.7625,4.906,3.3192,2.971,3.3307,3.0961,2.7401,2.3536,1.5661,3.5959,-0.4719,4.7939,3.1179,3.603,3.6136,2.4597,2.9948,1.46,2.2082,1.5165,4.8161,3.6566,5.2983,2.2753,2.183,4.1612
EDNRB,0.5666,-2.1779,0.5568,2.1574,-2.0529,-0.2328,-1.1811,-2.9324,1.1382,-0.7588,0.2642,2.3536,-0.9971,1.8643,-0.7834,0.2881,-3.6259,0.4657,-2.0529,-1.9379,1.1706,-0.8339,0.2277,0.4447,2.1734,-0.1665,1.1512,1.125,0.1776,-0.7346,0.4125,-0.8863,-2.5479,0.9419,1.4228,0.7916,1.3225,1.6045,-1.8836,2.2723,0.0014,-0.0425,-0.5973,-0.2498,2.0218,2.0325,0.3907,0.7321
EEF2,8.3332,9.813,8.975,9.4679,9.6815,9.4987,10.5973,10.1987,8.5041,9.398,10.4785,9.8527,9.0892,9.7135,10.5833,8.0504,10.9019,9.9644,10.6152,9.7383,10.8965,9.4145,10.1144,9.2706,8.2939,10.2553,9.0884,9.9723,8.6938,9.3183,9.5919,8.9026,10.4064,8.9077,10.6372,9.3972,9.5504,9.1542,9.1553,10.333,9.8249,10.2413,9.845,9.6519,8.123,10.2137,10.689,9.5683
EEF2K,2.5707,2.5137,2.3926,2.4623,2.036,2.1541,2.2783,2.2206,2.6464,1.8242,1.9749,1.8404,1.7912,1.9302,3.0927,2.328,2.561,3.1228,1.4011,1.3051,3.0671,2.1702,2.2543,2.9052,2.8622,3.091,2.328,2.7205,3.2189,2.3953,2.328,1.8918,1.7575,2.9032,2.9224,3.3814,2.6067,2.9655,3.3235,2.4035,2.6873,1.8242,2.1766,2.3251,3.5299,3.4034,3.1377,2.5188
EFCAB7,1.9149,1.5514,1.412,1.7316,2.2513,2.2144,2.2113,0.6699,2.2391,0.6332,1.5366,1.5514,2.4198,2.3019,2.6984,1.5758,0.9935,1.816,1.1577,1.1577,1.5064,2.0218,1.2023,2.2237,2.8402,1.2147,1.4859,2.0878,1.4859,1.7273,2.6208,1.4652,1.0503,2.233,1.9859,1.4859,2.2573,1.8643,1.9931,1.2455,2.299,1.9712,2.0638,1.3901,0.7999,1.736,2.3423,0.6239
EFNA1,5.0396,6.1821,5.8578,5.5497,5.6094,5.1006,4.6537,6.3402,4.5928,4.0713,6.0179,5.3965,6.0438,6.8288,6.1324,5.6488,3.2737,3.2885,6.2104,6.7536,5.7195,5.5037,5.972,5.4199,5.7738,5.4229,3.992,4.8475,7.2585,5.3194,5.6008,5.4611,7.6241,6.4189,4.5766,4.2396,6.1651,5.6801,4.7148,5.436,5.4699,6.0596,4.8284,4.5392,5.4327,5.0237,5.3136,5.5126
EFNA2,-3.1714,-3.816,1.2333,-0.5125,-0.0574,-3.3076,1.8524,-0.5332,0.03,-3.1714,2.8799,-2.7274,1.816,-1.9942,1.0007,-9.9658,-3.816,2.2144,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-1.7809,-1.9942,-9.9658,1.9452,-5.5735,0.434,-5.5735,-5.5735,2.2268,0.058,-9.9658,1.8404,2.9637,-9.9658,-9.9658,0.9935,1.3735,-2.5479,-0.2498,-3.6259,-5.0116,-0.3022
EFNA3,4.5577,2.9071,5.9937,3.4034,5.7391,3.7226,5.3872,4.5423,5.3327,3.8095,5.2552,4.9714,3.7603,5.1859,3.8866,4.773,3.863,-1.2828,4.7565,2.4597,3.0842,4.4621,5.5345,4.347,3.6486,3.6136,2.3649,2.8955,5.174,3.8481,3.8481,2.9052,4.3169,5.5119,2.7249,1.884,3.9874,3.0038,6.0603,3.1195,4.4542,3.2405,4.447,2.6255,1.683,2.233,4.3349,3.9185
EFNA4,4.245,4.3709,5.6665,4.7913,5.4333,5.2491,4.215,4.9222,3.1604,4.182,4.5299,5.2483,4.585,4.9617,4.4855,5.0193,4.1252,1.334,5.7496,6.3887,3.9261,5.444,6.0989,4.4317,5.3259,4.2825,3.5498,4.0313,5.696,5.0972,4.7507,3.2929,4.7913,5.2706,2.8602,3.5362,4.8485,4.7939,4.839,4.5386,4.6764,4.9175,5.4266,4.4067,3.8739,3.1572,5.735,5.7793
EFNA5,2.8661,0.7916,2.496,2.4279,1.4281,2.2603,2.9544,2.1047,2.299,3.1955,2.685,2.8014,2.6418,2.7205,2.3366,3.3478,-0.0277,1.8996,3.3163,1.8524,0.9568,3.3393,-0.2159,2.0878,2.4985,3.0038,2.2723,3.4411,2.2872,1.125,2.9674,2.0912,-0.5973,4.3046,2.2144,2.685,4.9364,2.108,-0.6873,3.2236,1.6512,3.0619,3.2722,2.561,2.0742,1.9786,3.2915,3.9099
EGF,-3.0469,-2.3884,-0.7588,-0.9686,-1.2142,-5.0116,-3.6259,-3.458,0.1648,-2.9324,-2.5479,-2.4659,-0.6643,-0.7588,-1.9942,-0.9406,-2.0529,1.3846,-3.1714,-0.6416,-2.114,-3.1714,-2.9324,-0.9971,-3.3076,-2.0529,-0.9132,-0.4521,-2.5479,-1.7322,-4.2934,-2.114,-2.3884,-2.0529,1.0711,-0.9406,-2.2447,-0.2671,-6.5064,-5.5735,-3.1714,-3.816,-1.8836,-2.2447,-0.0877,-0.3383,-0.4921,-2.1779
EGFR,3.3478,1.177,1.8404,2.1247,3.6113,0.7233,5.0781,1.3225,2.5683,3.5694,4.0046,0.1776,5.0392,1.0915,2.5707,2.59,-2.1779,2.5948,0.5568,1.7403,2.0325,2.9224,0.1648,0.9568,2.874,2.7636,3.0056,2.0569,3.7982,-0.1993,2.6962,2.1444,0.4967,3.1523,0.9191,1.1641,2.9581,3.0463,0.7321,2.0946,0.2277,2.4144,5.0189,2.6783,2.945,2.9338,3.0217,1.9822
EGLN1,4.0841,3.4331,3.7539,2.5707,1.8242,2.5804,4.5856,3.3278,3.9318,2.8301,2.8641,2.7508,4.1186,3.8857,4.2142,2.4063,2.2723,2.7095,3.027,2.7051,3.9299,4.0171,2.7379,2.8602,3.4726,4.1119,1.884,2.4857,3.7603,2.5828,2.6805,2.6441,2.2175,2.5112,3.6612,3.0568,3.3235,2.676,5.7952,3.0217,2.3508,4.3924,3.1011,2.9948,3.5009,4.6195,4.7274,2.5213
EGLN2,4.4686,5.742,6.393,7.1647,8.1124,6.2265,5.323,6.4714,5.8657,6.5435,6.5051,6.7152,5.8919,5.3245,5.693,6.7397,5.8535,6.4891,7.6762,7.5672,5.9512,7.4343,6.8403,5.0264,6.1198,5.7916,6.1235,6.2336,6.2732,5.4101,5.8841,6.2147,6.5881,5.8936,5.014,5.5104,5.9108,6.6848,6.2046,7.1784,6.6665,5.8635,5.839,5.824,5.7785,5.0532,5.197,6.6032
EGLN3,4.3709,5.3198,4.0436,3.2343,2.7508,0.2277,4.1417,3.1523,3.0234,2.6783,2.2113,1.5806,6.2534,4.7005,5.7222,4.1252,1.0642,4.1555,0.8408,4.0454,4.8939,1.9226,3.838,3.3938,2.2391,4.3328,3.7215,2.9784,4.1571,2.5585,2.1411,3.4398,2.945,1.177,5.3615,4.3979,2.9966,2.7931,2.4753,2.5087,1.5266,6.0883,4.6977,2.0183,5.9315,6.0199,4.5814,3.1245
EGR1,5.6433,5.7369,4.5423,5.254,4.7469,4.309,4.9369,6.9004,2.4544,6.5424,4.9251,5.7431,9.8039,6.3927,5.9665,6.882,4.0488,3.9137,1.5806,4.927,4.6832,5.7293,4.314,3.4061,6.5035,4.9477,6.8975,4.836,5.5126,5.093,7.6155,4.0696,2.7249,5.1668,5.2342,5.9093,5.5871,6.1595,4.8192,4.6994,2.8055,6.1108,6.4709,5.1756,5.0255,2.7357,6.0603,3.8611
EGR2,1.2636,1.4704,-0.9132,0.7321,0.4233,-0.0425,-1.0262,2.5036,-1.9942,1.6045,0.7579,0.7407,4.3786,0.6425,1.1447,2.0742,-1.0559,1.1117,-3.6259,-0.9406,-0.1665,1.0779,-0.9686,-0.0574,2.5804,0.1388,2.9655,0.6425,2.4198,2.7868,3.3192,1.2992,0.4967,3.4894,3.2973,2.0604,1.1577,2.0076,-0.9971,1.0983,-1.3183,-0.0277,0.24,0.5069,2.0946,-0.3566,0.4761,-0.3201
EGR3,0.7916,-0.6873,0.058,-1.4699,-0.7108,-0.1031,0.2029,1.642,-3.3076,1.8918,-0.2671,-0.1031,4.2297,-1.7322,1.1316,1.614,-0.7346,-1.8314,-3.3076,-3.816,-0.1828,0.099,-0.9686,-1.0862,1.334,-2.114,1.2147,-0.9686,0.3907,-0.1504,1.2085,1.0915,-2.114,-0.8339,0.0718,0.679,1.1577,-0.1993,-1.7322,-0.1993,-4.2934,0.1903,1.1382,1.2992,1.8078,-1.0862,0.4233,-1.7322
EHHADH,1.0293,1.5563,2.3953,1.4441,0.2277,2.8502,2.5263,-0.394,2.8819,-1.0262,2.3308,0.9268,-0.2845,1.3956,2.0535,2.183,1.0642,0.6517,0.3346,1.0079,1.0847,0.5955,0.7058,1.7532,1.1897,1.9968,0.8883,1.4281,0.9862,2.6873,0.5568,0.4761,0.9935,2.3337,1.2147,1.692,0.8726,1.2516,-4.6082,0.2154,2.5213,1.0779,1.2271,-0.8863,1.0573,2.3222,1.2815,0.0718
EI24,6.2625,4.641,4.8304,5.3202,5.3388,5.6888,5.5844,5.7634,6.342,4.5009,4.5085,5.0171,5.0497,5.7309,6.1303,5.7616,5.3281,4.6347,5.7165,5.9364,5.936,5.2817,6.1291,6.4581,5.2331,5.251,5.7463,5.8123,4.8445,5.5859,5.6488,6.3521,5.381,5.0549,6.0921,5.7682,6.0921,5.4867,6.0045,5.2468,5.2438,6.4938,5.1169,5.7994,5.9914,5.431,6.3987,6.2478
EIF4B,6.6078,7.4248,6.8919,6.1695,6.2568,7.3826,8.0417,5.9978,7.0849,6.6943,6.2007,6.6455,7.2743,7.2706,7.5385,6.7355,6.6575,6.2438,7.5312,5.608,7.1633,7.0996,7.3712,8.9235,6.4853,7.8262,6.5952,8.3023,6.2081,7.2229,6.9116,6.4586,7.5695,7.9328,7.6091,7.0041,6.5458,6.2231,7.4726,6.5691,7.0477,7.3327,6.3368,6.5167,6.1711,7.3083,7.8707,6.2875
